id,texto,emocion
4851,La verdad este episodio estuvo mejor que #AvengersEngame #GameofThrones #GOT #JuegodeTronos #DomingoDeGanarSeguidores https://t.co/SmFxoNDkEH,others
4852,Hasta las gárgolas de la catedral #NotreDame lloran con la devastación por el incendio en el monumento histórico más visitado de Europa. Conoce más aquí ► https://t.co/dawxQkcuQZ https://t.co/0Uji179jrj,sadness
4853,"Hay muchas formas de demostrar amor, cariño, aprecio a una persona. Una de ellas, regalàndole una de las cosas que mas te gustan. Un libro, por ejemplo. #DiaDelLibro",others
4854,"De Miguel: ""Tarde o temprano el mensaje de #VOX ganará"" https://t.co/gQlEfyZQSz vía USER #28A #28Abril #28abrilElecciones #ElecccionesGenerales28A https://t.co/JcTB5Dabic",others
4855,Pero que lindura seria llevarse esto 🤓 #23Abr #AstroUDPMayo2019 #AstroUDP #DiaDelLibro https://t.co/pTaPsH2DFv,others
4856,Me gustaría ver a Soraya por un agujerito.....#ElecccionesGenerales28A #EleccionesA3N #EleccionesL6 https://t.co/PNBSoysZJN,others
4857,El mensaje de la izquierda a quedado muy claro con ese #ConRiveraNo Que tomen nota. #28A #ElecccionesGenerales28A,others
4858,Es realmente triste la pérdida en #NotreDame pero es mucho más cruel la pérdida legal e ilegal de nuestra flora y fauna. De nuestra casa común!!,sadness
4859,El único episodio que me ha dejado sin palabras. #JuegoDeTronos #GameofThrones,surprise
4860,Dolor al ver estas imágenes VIRAL: Franceses entonan Ave María ante Catedral de Notre Dame en llamas #NotreDame https://t.co/OHfEf87H3B vía USER,sadness
4861,"⚽️⏲️¡Descanso! Barcelona 0 - 0 Levante #BarcelonaLevante El dominio del Barcelona es absoluto, pero la ⚽️ no ha querido entrar y el título de #LaLiga sigue en el aire. Apuesta aquí 👉 https://t.co/xmTV5AFfSi https://t.co/5KFA9y9Wwt",others
4862,"¡Hoy en todo Chile marchamos por más consciencia y la urgencia de hacer cambios por los efectos del #cambioclimático • ""No quiero que me deis esperanza, quiero que actuéis como si la casa estuviese en llamas. Porque lo está."" Demoledor discurso de #GretaThunberg #YouthForClimate https://t.co/Qatbz3WtwC",anger
4863,Que bonito es lo bonito!!! ⚽✨ Estos fueron los mejores momentos de la victoria del USER 1-0 al USER en la #ChampionsLeague https://t.co/S8hkvbFeaA,joy
4864,"USER Mire mijo, busque trabajo y deje de vivir de pueblos que sufren. Claro que uds están metidos en #Venezuela, hasta los tweets se los escribes a USER . Váyanse de la Patria de Bolívar. VÁYANSE!!!",anger
4865,"Se ve que solo la empuja, pero no, le cambia toda la dirección al balon. No era nada fácil. Un animal Luisito. #ChampionsLeague",others
4866,USER Da pena ajena que ese retrógrado de Fran Pérez hablé de #Venezuela sin conocer la Constitución Nacional de Venezuela!!! USER USER USER USER USER,sadness
4867,"Vale la pena esperar 10 años para ver este pedazo de capítulo de #JuegoDeTronos, Impresionante, una maravilla.",joy
4868,Muy encabronado con el final del capitulo de #JuegoDeTronos esto no se hace. Quien ha escrito esto joder. Cero cohesión con la historia y deus ex machina muuu tonto #VivePoniente,anger
4869,"#NotreDame lamento el sacrificio ,sufrimiento y castigo físico de los obreros q la construyeron. Lo demás era majestuosidad.",sadness
4870,"No me quisiera imaginar al #Barcelona sin Messi, sin el enano son un equipo muy inferior. #ChampionsLeague",sadness
4871,"No sé de qué están hechas las almas, pero la mía y la suya son una sola ❤️Cumbres Borrascosas❤️ #DiaDelLibro",others
4872,Es la puta mejor serie #JuegoDeTronos 😪,joy
4873,"""El que lee mucho y anda mucho, ve mucho y sabe mucho"" Cervantes #DíaDelLibro 🌹📚",others
4874,"No quiero que tengas Esperanza, quiero que entres en Pánico - Frase de #GretaThunberg https://t.co/REERX9eddv",others
4875,"Thunberg ha avisado a los eurodiputados que quiere que ""entren en pánico"". ""Quiero que actúen como si su casa estuviera en llamas. Cuando tu casa está en llamas quieres pervenirla de un derrumbe"" #GretaThunberg #CambioClimático",others
4876,Que buena noche hace hoy en Madrid ‼️ #BarcaLiverpool #championsleague #reyesdeeuropa #FCBarcelona https://t.co/bINoJ3878u,others
4877,"Poco más de 5 minutos para que comience la batalla más grande jamás contado. Invernalia, es tu momento de luchar. #JuegoDeTronos https://t.co/gmL4R6nt4x",others
4878,"En España ha quedado claro que se pueden perder las elecciones en una democracia, pero que bajo ningún concepto dejaremos que se pierda la democracia en unas elecciones! #ElecccionesGenerales28A #28A",others
4879,Creemos que fomentar la lectura es esencial para asegurar una sociedad más reflexiva y más formada. Por eso desde el 25 de abril al 13 de mayo de 2019 nos vas a encontrar en la 45° edición de la Feria del Libro de Buenos Aires. ¡Te esperamos! #DíaDelLibro #FILBuenosAires https://t.co/lbCLSr0sZe,joy
4880,Empiezo a estar muy nerviosa. Tengo miedo de cómo puede acabar esto. JODER. #ElecccionesGenerales28A,fear
4881,A tomar por culo mi crush 😭😭😭😭😭#JuegoDeTronos,sadness
4882,USER Me pone triste porque estoy medio jorobado... pude haber sido yo el jorobado de #notredame,sadness
4883,"#Barcelona es Campeón de #LaLiga Española!!!! Yes, yes!!! Muchas felicidades a todo el equipo, al cuerpo Técnico y a todos los involucrados!! 👏👏🙌🏆 https://t.co/ctIBSBf6kD",joy
4884,Gol de falta de mejor jugador de la actualidad y de todos los tiempos . #CHAMPIONSLEAGUE #Messi600,joy
4885,Lo único bueno de ver la #ChampionsLeague es tener el agrado de escuchar los comentarios de USER !!! Saludos desde Miami maestro !!!,joy
4886,Descubre una ruta muy especial para recorrer Dublín desde una perspectiva literaria 😁📚🇮🇪 #DíaDelLibro #SanJorge,others
4887,Dembelé y Coutinho se pueden ir a la Verga... Se tenia que decir y se dijo #BarçaLFC #ChampionsLeague #Barcelona,anger
4888,#ChampionsLeague 🏆 USER - USER ⌚14' |0-0| ¿Le pareció que era para penalti la mano de Matip?. Siga #EnVivo nuestro minuto a minuto acá 👉 https://t.co/3sjZuZukOV,others
4889,Soy pobre y la #ChampionsLeague no salió en el 7 😢,sadness
4890,"El rugido de la fiera, sólo que suena como aullido de gatica en celo. No quisiéramos que se desencadenara una intervención militar en #Venezuela, sería terrible, pero terminaría como Giron, pero mil veces peor para el Imperio. https://t.co/umktqOGEF2",others
4891,#GretaThunberg: la niña sueca en huelga por el cambio climático nominada al Nobel de la Paz #FridaysForFuture https://t.co/Ye72X7XJFH,others
4892,"USER USER Pronto va a caer el hijo de mil putas, de Maduro. #VenezuelaLibre",anger
4893,#VariedadesPA La Catedral de Notre Dame es una de las catedrales de estilo gótico más antiguas de todo el mundo construida entre 1163 y 1245. #NotreDameFire #NotreDameCathedralFire #NotreDame #NotreDameCathedral #NotreDameEnLlamas,others
4894,"EN DIRECTO | Ningún cambio tras el descanso, los mismos 22 protagonistas sobre el césped aunque ya calientan algunos futbolistas https://t.co/MiARKWkDNO #AthleticAlavés #LaLiga",others
4895,"Homenaje a Gloria, para un club de lectura llamado Chocolate con Libros. #diadellibro https://t.co/c23tg5Z6s4",joy
4896,Mk ese ida de la semi #ChampionsLeague esta re bueno pana!!,others
4897,Esas vueltas de Messi jajaja por eso por muy bueno que sea nunca será de mis favoritos #ChampionsLeague,others
4898,Gran primer tiempo en el Camp Nou con llegadas en ambos arcos!! USER y USER dando cátedra. #ChampionsLeague #ForcaBarca,joy
4899,"Ahora mismo el Barcelona es campeón ⏳ tic tac #LaLiga ⚽️El gol de Messi, vale una liga 😅",joy
4900,#GolpeDeEstado #Venezuela #FuerzaVenezuela Respaldas la soberanía del pueblo Venezolano o estas a favor de la usurpación Yankee?,others
4901,Macri dice apoyar la democracia de Venezuela respaldando un presidente golpista. Es tan ilógico y ridículo su razonamiento como su gestión actual. #ParoNacional #Venezuela #GuaidoOtraVezFracasó,disgust
4902,Vamos a escuchar el Atleti - Valladolid que puede decidir la #LaLiga,others
4903,'¿Por qué debería estar estudiando para un futuro que pronto no va a ser?': la niña que inició una protesta global contra el cambio climático. USER #GretaThunberg #FridaysforFuture https://t.co/uUS28q4HKm,others
4904,"#BarçaLevante 1-0.Gol de #Messi y decidió 26º #campeón de #LaLiga.Respeto al estilo ofensivo del club valenciano, pero nos encantan la victoria. Próximo #UCL. #ForçaBarça! #Barça https://t.co/aoArPEKP4b",joy
4905,"8 de 11... ""Lo extraordinario es que parezca normal...""💙❤💙❤💙 #Campeones #LaLiga #WeColorLaLiga #wecolorfootball https://t.co/xHtPlriull",others
4906,"Mañana primero de mayo Venezuela se concentra en la mayor manifestación de repudio y rechazo al usurpador Maduro. Hoy pensó irse, hay que terminar de convencerlo. Adelante!! #VenezuelaLibre",disgust
4907,"""Barcelona Campeón"": Porque derrotó a Levante y se quedó con #LaLiga 2018/19 https://t.co/lyirWg78Hm",others
4908,#ElecccionesGenerales28A Falta d Educación #VamosCiudadadanos s. XXI https://t.co/BD5vecy7VO,others
4909,"MÉXICO 86, ASÍ GANAMOS LA COPA, MI MUNDIAL, MI VERDAD' #DiaDelLibro 📚 Narrado por #Maradona y escrito por USER https://t.co/XmlyeOEtqu",others
4910,"USER USER #venezuela es un puto desastre, desgraciadamente para sus ciudadanos",disgust
4911,El Universo dando catedra sobre como aparentar ser un medio serio e imparcial y fallar en el intento 😆 #Venezuela https://t.co/Zomexn1XfJ,others
4912,Klopp no quiere Arriesgar a firmino por su lesión o sale algo conservador? #ChampionsLeague 🤔,others
4913,Feliz #DíaDelLibro y buenas lecturas para todos. https://t.co/BjVI2W3QNM,others
4914,"#GretaThunberg, la joven que moviliza al mundo por el clima La adolescente de largas trenzas y que aparenta menos edad no tiene reparo en reprochar la actitud de los dirigentes mundiales. #PaginaSiete https://t.co/EXDA9mHfo7",others
4915,No he visto nunca un equipo que desplace tan bien el balón en largo como el #Liverpool y palma 3-0!? #Messi #BarçaLFC #ChampionsLeague #FelizMiércoles,others
4916,"España es un país maravilloso. Lo de la patria y lo de los balcones, es fascismo, y hoy, ha sido derrotado: VIVA LA IZQUIERDA DE MI PAÍS. #ElecccionesGenerales28A",joy
4917,"USER USER Que tristeza #venezuelalibre ya es demasiado , en ningún pais deben enquistarse las gobiernos, ya basta, Venezuela siempre fue un pais próspero, dejenlo renacer nuevamente.",sadness
4918,Emotivo discurso de #GretaThunberg en el #ParlamentoEuropeo / #VideosLaJornada https://t.co/v5BwUpoTyX,others
4919,La ONEMI a cargo de la emergencia en Winterfell! Ya saben lo que pasará #GameofThronesSeason8 #Winterfellbattle #JuegodeTronos #onemi,others
4920,. USER se va a ir al infierno por lo que hizo en Venezuela #VenezuelaLibre https://t.co/IjqZtQKjwO,anger
4921,2 equivocaciones graves en 17 minutos? Que clase de arbitraje es este? #ChampionsLeague USER #ForçaBarça,anger
4922,"Nos gusta leer y en el #DiaDelLibro queremos conocer tus gustos literarios Búscanos en USER 👇🏻 https://t.co/08dXNBSmKV Y responde a la pregunta en nuestros #Stories, te leemos 😉 https://t.co/dRzdd3dH5F",joy
4923,El putisímo mejor capítulo de la historia #JuegodeTronos,surprise
4924,"Cuando lleguemos al 100% del escrutinio, necesitaré hacer algo que me baje el nerviosismo del cuerpo que me mete el tono de Ferreras y la música de película de aventuras que tiene de fondo y que llevo escuchando desde hace horas #ElecccionesGenerales28A",surprise
4925,"Gracias a la movilización que ha podido realizar a nivel mundial, #GretaThunberg, la joven sueca de 16 años, fue propuesta para el Nobel de la Paz 2019, dijo este jueves uno de los tres políticos que lanzaron la iniciativa. https://t.co/ozlnJwvXi0",others
4926,Hay dembele hijo mío que malo eres!!#ChampionsLeague,anger
4927,"Ayer vi #ElDebateEnRTVE desde México esperando que hablaran de la crisis ecosocial en la que estamos. ¡Ni propuestas espero! Hoy no lo veré porque no hay señal en directo para el #DebateAtresmedia. Mejor, en el #DiaDelLibro releo a USER . El #ecofeminismo propone y actúa✊🏽 https://t.co/d4vZWOMrdP",others
4928,Lo peor y más peligroso de estos resultados es que hay una gran mayoría de españoles que está premiando a quien no tiene el menor reparo en pactar con golpistas y filoetarras #ElecccionesGenerales28A,fear
4929,"Buen día hoy #DiaDelLibro para recordar a Ángela Ruiz Robles: maestra, escritora e inventora española, precursora del libro electrónico. https://t.co/gLg3jCuadl https://t.co/GilgswZbWP",joy
4930,"Mrd alucinante capítulo de hoy, de principio a fin !! Espectacular y triste !!! #Gameofthrones #Juegodetronos #Adiósjorah #Adióstheon #Adiósmujerroja #Adiós #NIGHTKING !! 9-10 puntos !!",joy
4931,Paradoja: Votan por primera vez 100.000 personas con diversidad funcional. Ya era hora. Los subnormales ya votaban. Esta vez han ido identificados con camisas de la legión. #28abril #ElecccionesGenerales28A #NoalFascismo,disgust
4932,Cuánto duele verlo... los rosetones de #NotreDame sufren daños catastróficos... 😔 https://t.co/DhpU1kjuIt,sadness
4933,"La amo, tiene 16 años y ya tiene un pensamiento que a mi me ha tocado décadas configurar, y es más consciente que millones de adultos juntos. #GretaThunberg https://t.co/eBgwdCu98j",joy
4934,"Inspirados en las declaraciones de la joven sueca #GretaThunberg, miles de jóvenes de #Tubingen salieron a la calle exigiendo al gobierno acciones reales contra el #CalentamientoGlobal La Rebelión, indispensable #ExtinctionRebellionColombia https://t.co/F8eOjcpFVg",others
4935,La intro de Juego de Tronos realizada con galletas Oreo es lo mejor que verás hoy 🤤 https://t.co/C3HKFzFo7H #juegodetronos #oreo #winteriscoming #publicidad #marketing https://t.co/ZFpbfxJDKd,others
4936,Empieza una noche electoral apasionante conociendo los datos del sondeo. Queda mucha noche y hay que ser cautos. Seguiremos atentos al #28A #ElecccionesGenerales28A,others
4937,Terrible lo de #NotreDame Asi de terrible se siente visitar la catedral metropolitana en Mexico DF y ver que ésta fue construida con piedras del templo mayor azteca . Caminas por el zócalo y sientes que hay siglos d historia bajo tus pies. La pérdida de patrimonio siempre duele.,sadness
4938,"Rechazamos este movimiento golpista que pretende llenar de violencia al país. Los traidores que se han colocado al frente de este movimiento subversivo, han empleado tropas y policías con armas de guerra en una vía pública de la la ciudad para crear zozobra y terror #Venezuela https://t.co/MS5VzhAJiA",anger
4939,Ojiplático ante la reacción de la gente en ferraz. 🤦🏻‍♂️ mejor no digo nada.... que pierdo las formas. #ElecccionesGenerales28A #28A,surprise
4940,Lo que juega Salah! Que tremendo 👏👏👏 #ChampionsLeague,others
4941,"...Que no fuiste el amor de mi vida, ni de mis días, ni de mi momento. Pero que te quise, y que te quiero, aunque estemos destinados a no ser. #DiaDelLibro",others
4942,¿Qué nos espera? Análisis del TRÁILER del episodio 8×04 de Juego de Tronos #JuegoDeTronos #GameOfThrones https://t.co/KWt3Ud95T2,surprise
4943,#GretaThunberg : no es suficiente bajar las #emisiones para hacer frente al #CambioClimático https://t.co/DO5MXwxScH,others
4944,#FCBarcelona 🇪🇸⚽ derrota al #LevanteUD 🇪🇸⚽ y se corona campeón de #LaLiga 🇪🇸🏆 Mira la noticia aquí 👇 https://t.co/CXZHTj0Z7J,others
4945,Gracias Vox por conseguir movilizar a la izquierda #EleccionesL6 #ElecccionesGenerales28A,joy
4946,Fracasa el mensaje de odio. Fracasan los matones. A España le queda decencia y dignidad. Esperemos que al PSOE también. #ElecccionesGenerales28A,joy
