id,texto,emocion_original,grupo,estudiante
2261,#FridaysForFuture ya ha anunciado que los estudiantes españoles seguirán manifestándose cada viernes hasta que los políticos tomen medidas contra el calentamiento global. 🌏✊ #Fridaysforfuture #Theresnoplanetb #riseyourvoicenotthesealevel #globalclimatestrike #GretaThunberg https://t.co/lRHYgyBNQh,others,L,2
2262,Siemplemente el mejor capítulo de la historia USER #Got8x03 #JuegoDeTronos,joy,L,2
2263,Con el dinero que van a perder veo al PP rellenando los sobres con papel de periódico. #ElecccionesGenerales28A #28A,others,L,2
2264,"No puedo, juega Felipe el hermoso #ChampionsLeague #1May https://t.co/NHsAjtX9xp",others,L,2
2265,En #Venezuela Deben ya sacarlo al hijo de puta de Maduro y de ahí tendrán un largo periodo para salvaguardar el país y volver a iniciar de 0 de todo lo que han robado.,anger,L,2
2266,La USER rechaza intento de golpe de Estado de ultraderecha venezolana atentando contra la #Paz la #Constitucion y el #Pueblo de #Venezuela #PuebloEnMirafloresConMaduro #PuebloEnDefensaDeLaRevolucion USER USER USER USER https://t.co/jdMKuBjiiL,others,L,2
2267,La defensa de USER a USER en USER tras su abucheo en un mitin de USER #ElecccionesGenerales28A https://t.co/l6PhVI8Ftq,others,L,2
2268,"BESTIA!!!!!!!! INMENSO! Aplaudan señores, son contemporáneos del mejor jugador del mundo. #Messi #ChampionsLeague",joy,L,2
2269,Me estoy aprendiendo las frases por si acaso: Para saludarnos: ‘Bendito sea el fruto’ contestación ‘el señor permita que madure’ Para despedirnos: ‘con su mirada’ Para cualquier buena noticia: ‘alabado sea’ (😭🙏🏼) #ElecccionesGenerales28A #28A,others,L,2
2270,"""Sofia es mujer para un rico y yo soy pobre y humilde"" #28A #ELDEBATEenRTVE #Supervivientes2019 #DiaDelLibro #SomosLaAudiencia23A https://t.co/KRGTArTPsr",others,L,2
2271,#LibrosRecomendados 📚 La Historia del diseño gráfico https://t.co/nQC7N3MKzQ #DiaDelLibro https://t.co/iEwWosKe1E,others,L,2
2272,“Eres una fascista” la dicen mientras no la dejan pasar a ejercer su derecho a voto. Qué ganas de que las urnas les callen la boca esta noche. #ElecccionesGenerales28A https://t.co/NVP3XMSLm2,anger,L,2
2273,BATACAZO DE V🤮x El ORGASMO de las feministas🤟🏻 #ElecccionesGenerales28A #EleccionesL6,others,L,2
2274,"Y haciendo un conteo de sufrimiento, he sufrido MUCHO más con el capítulo de #JuegoDeTronos que con #Endgame, pero de lejos.",sadness,L,2
2275,Mejor el Liverpool pero en el fútbol no se gana por mérito sino por goles. Barcelona apunta a campeón. #ChampionsxEspn #ChampionsLeague #BarçaLiverpool,joy,L,2
2276,#GretaThunberg Tiempos de mesías. Otra que se erige en propietaria de la verdad absoluta. El típico producto de los lobbies. Adolescentes encumbrados con exigencias y derecho a todo que revisionan lo que sus antecesores han trabajado Más chusma y más borregos #HartoDeChusma,disgust,L,2
2277,"¡Qué gran iniciativa! #RecetandoLetras en el #DiaDelLibro Gracias a la USER USER y al #HospitalPublico. Machado no quita la pena, la angustia o el dolor clavado en el alma pero hace todo más liviano. #TeQuieroVerde https://t.co/gXFB20sVRm",joy,L,2
2278,"Cuando te digan ""peleas como niña!"", diles que sí! #BadassMormont #BadassStark #GameofThrones #GOT #gots8 #GOTS8E3 #LadyMormont #Arya #HouseMormont #HouseStark #GotEndGame #JuegodeTronos https://t.co/1EHkzqMaSb",others,L,2
2279,🤣 Los mejores memes del tercer capítulo de #JuegoDeTronos ▶️ https://t.co/q7yFJJlx9R https://t.co/tJv7GgAjmj,joy,L,2
2280,GOLAZO! EL PUTO AMO! SUTILEZA DE TIRO LIBRE. QUÉ LUGAR PARA COLOCARLA. GRACIAS LEO! #ViscaBarca #ChampionsLeague https://t.co/FUie1GVawr,joy,L,2
2281,Qué asco dan las cadenas poniendo a Vox hasta en la sopa #ElecccionesGenerales28A #EleccionesL6 #28A,disgust,L,2
2282,"Qué Leo Rancagua, fomentando la lectura y contribuyendo al acervo cultural regional. USER USER USER USER USER #DiaDelLibro #DiaMundialDoLivro https://t.co/hdY1J5YIdQ",others,L,2
2283,USER Indignan tantas mentiras y manipulaciones!. Cobardes que no reconocen sus derrotas. Fuerza y Dignidad #Venezuela ! En #Cuba demostraremos este #1Mayo que a más bloqueo y más agresión Más Revolución! #SomosCuba #SomosContinuidad,anger,L,2
2284,"USER Por favor USER bloquea esta cuenta por sus continuos spoilers sobre #juegodetronos y ya de paso por amargar a USER gracias, un saludo, buenas noches.",others,L,2
2285,Real fracaso el supuesto golpe d estado a #Venezuela Como arrancaban esos maricones cobardes a las distintas embajadas xD unos putos!! No se si desear el golpe para que se devuelvan cagando todos estos venezolanos q estan en mi pais o seguir apoyando el regimen de USER,anger,L,2
2286,"Sólo con el corazón se puede ver bien, lo esencial es invisible a los ojos #ElPrincipito mi primer libro 📚 #DiaDelLibro https://t.co/76cKVyayVx",others,L,2
2287,"Alguien quiere contar que libro está leyendo hoy? #DiaDelLibro Yo hoy leo ""La simetría de los deseos"" de Eshkol Nevo en español, regalo de una gran amiga que no vive en este barrio.",joy,L,2
2288,guaidó ha cruzado todas las líneas rojas. Sus acciones irresponsables y criminales causan siempre desgracias personales. La cárcel es el lugar para los golpistas que atacan a la democracia venezolana #Venezuela,anger,L,2
2289,Ferreras dando el escrutinio a cada minuto. #optimismo #cautela #Medaunchungo #EleccionesL6 #ElecccionesGenerales28A,others,L,2
2290,Hasta esto dura más que los Dothraki en la batalla de Winterfell #JuegoDeTronos #GameOfThrones https://t.co/HNmwSK14LV,others,L,2
2291,"El pase de #Jordi y la sed goleadora de #Suarez que los madrugó a todos, la inexorable ley del ex #ChampionsLeague #Bar 1x0 #Liv",others,L,2
2292,"¿Vamos a por #zapeando1348? 🙌 Mira lo que te hemos preparado, hoy hablamos de... 😜👇 🔥 #NotreDameEnLlamas 😢 🌦️ El tiempo de #SemanaSanta 🤔❓ 🗳️ Más anécdotas de #CampanaElectoral #28A ¡No te lo pierdas! 😉 ¡15:42 ⏰ en USER 📺! https://t.co/5PVehdD6tk",others,L,2
2293,Obvio sus amigos saben si fueron a #NotreDame o no 🙄. Eviten.,others,L,2
2294,"Que grande Messi, diciéndole a la hinchada que no se silba, se alienta !! Te amo todos los días, Lío! #ChampionsLeague #ChampionsxESPN",joy,L,2
2295,"Y los de #JuegoDeTronos decían que nos iban a mostrar la mejor batalla ficticia de la historia, nos han mentido https://t.co/cx8gKxFKaT",others,L,2
2296,"Ahora tengo una duda. ¿Se atreverá Sánchez (o el PSOE, que no es lo mismo siempre) a gobernar en minoría simple (pactando con nacionalistas presupuestos), o irá a por segundas elecciones? ¿Qué pensáis? #ElecccionesGenerales28A https://t.co/39zFms6YUL",others,L,2
2297,Quién es el villano del año? #marvel #starwars #JuegodeTronos #GameOfThornes #palpatine #ElecccionesGenerales28A #vox #arya  #GameOfThrones8 #endgame  #AvengersEngame  #thanos  #KingOfTheNight #Abascal https://t.co/71BK8WtTU6,others,L,2
2298,"Al igual que os eche la bronca el lunes pasado, hoy os doy las gracias por no hacer spoiler. Al Cesar lo que es del Cesar. Capitulo sin palabras, y muchas emociones... JODER. #JuegoDeTronos",joy,L,2
2299,Pedro Sánchez es capaz de salir esta noche en Juego de Tronos venciendo a los Caminantes Blancos. #ElecccionesGenerales28A,surprise,L,2
2300,"Los milagros son las confirmaciones cotidianas de que nuestras plegarias no caen en saco roto. Como creyente, después de las lágrimas de hoy por #NotreDame termino con una sonrisa al ver como a pesar de que todo se derrumbó alrededor del altar, la cruz de Cristo quedó intacta. https://t.co/UcJBCrVfYB",sadness,L,2
2301,Veo a Casado muy entero. Supongo que la indigencia intelectual ayuda a sobreponerse a la debacle #EleccionesL6 #ElecccionesGenerales28A #EleccionesRTVE,others,L,3
2302,La posible coronación del Barca en #LaLiga está ahora en #futbolporsky,others,L,3
2303,Interesante artículo de USER “El grito valiente de #GretaThunberg “. Un análisis del momento crucial que vivimos para frenar el cambio climático. Probablemente una de ls tareas más importantes a la que se enfrenta la humanidad. https://t.co/9qLx7DBn9b https://t.co/2G9SvAEwlF,others,L,3
2304,FC Barcelona campeón de La Liga 18/19 🏆 #LaLigaSantander #LaLiga #BarçaLevante #FCBarcelona https://t.co/QUbpQ3fSNu,others,L,3
2305,#Venezuela: que “dictador” más raro es Nicolás Maduro https://t.co/heUdNijp9d vía USER,surprise,L,3
2306,Mi enhorabuena a los buenos aficionados al fútbol del FCB por el título de campeón de la liga Española. #LaLigaSantander #LaLiga,joy,L,3
2307,Comerle la polla a messi pero bien #ChampionsLeague #BarçaLFC,disgust,L,3
2308,"Bueno, que sea lo que Messi quiera. #BarcelonaLiverpool #ChampionsLeague",others,L,3
2309,Ahora sí que si. A ver quién coño duerme ahora #JuegodeTronos #VivePoniente,surprise,L,3
2310,#MVPArya La mejor de #JuegoDeTronos en USER es Arya. Por todo lo que ha aguantado. https://t.co/wx5BBgnaMf,others,L,3
2311,USER y USER reclaman x un penal a favor de USER (pusieron la repetición mil veces) y no ponen una sola vez la repetición de los 2 penales a favor de Liverpool. Ya se con que camiseta puesta están narrando. #ChampionsxESPN #championsleague,others,L,3
2312,"#ANF (VIDEO) Varias personas se reúnen en proximidades de la Catedral de #NotreDame, en París, para orar y cantar mientras el fuego continúa consumiendo aquella iglesia. Vea el video aquí 👇 (Vía: USER ) https://t.co/NQeaQ3x2OW",others,L,3
2313,#Venezuela: Más de 400 mil niños han migrado por crisis en Venezuela. https://t.co/wrHtMdku1t,others,L,3
2314,Maroto quedándose fuera del Congreso de los Diputados #EleccionesL6 #ElecccionesGenerales28A https://t.co/t7MihkCJTl,others,L,3
2315,USER estaba controlando Pero USER está acostumbrado a estas instancias #ChampionsLeague #Barcelona #Liverpool,others,L,3
2316,Estamos consternados ante el devastador incendio en #NotreDame y como empresa de origen francés apoyaremos su reconstrucción https://t.co/sakbEzbvN7,sadness,L,3
2317,Grande USER Campeón de la liga 2018/2019 #LaLiga #BarçaLevante #Barca #Barcelona,others,L,3
2318,"He aquí la primera novela que leí #Sandokan del sr #EmilioSalgari Me enamoré del protagonista y coprotagonista, el primero apasionado, feroz y avasallante, el otro inteligente,calmado y centrado. Leí todas las novelas que el autor escribió de ellos y las disfrute. #DiaDelLibro https://t.co/ohp8QI22et",joy,L,3
2319,"USER Publican #DiaDelLibro y lo último que han leído fue las Sombras de Grey, eso es pecado y denota necesidad",disgust,L,3
2320,#Televen Dan vergüenza los medios nacionales sobretodo #Televen #Venevision #30Abr #Venezuela https://t.co/7SIpf6oJCw,others,L,3
2321,Me queda mucho a deber el #BarçaLiverpool 👎 #ChampionsLeague,others,L,3
2322,"Esta obra fue redactada gracias a la memoria colectiva, a varias manos No se encuentra ya en librerías, está agotado. Una manera de acercarse a él es con los propios habitantes, intentando rastrearlo. ¡Feliz #DíaDelLibro, vecinos! Y que todos los días sean días de libros.",joy,L,3
2323,"Tremendo Tiro libre, tremenda definición de #Messi y lo que se acaba de comer el #Liverpool #ChampionsLeague",joy,L,3
2324,Lo que hace Messi no es ni medio normal. Un dios #ChampionsLeague,surprise,L,3
2325,Qué mejor forma de celebrar este día sino revisando cuánto lo conocemos y valoramos. #DÍaDelIdioma #DíaDelLibro #Abril23 https://t.co/xUbtQ6znNE,others,L,3
2326,"Soy solo yo, o vosotros también os pasais todo el domingo silbando la intro de #JuegoDeTronos????",others,L,3
2327,"EL USER CAMPEÓN DE #LaLiga 2018-2019, UNA TEMPORADA MÁS. Ahora a tratar de vencer al Liverpool por Champions.",others,L,3
2328,Actividad de promoción bibliotecaria a cargo de la Biblioteca Pública Regional Efrén Meneses Villagrán de #Pachuca #DíadelLibro USER USER USER https://t.co/S3gOCmBNXD,others,L,3
2329,En otra época hubo personas que lucharon para que hoy puedas depositar libremente tu papeleta en una urna. Ejerce tu derecho al voto 🗳 ✉️ #ElecccionesGenerales28A,others,L,3
2330,"Ahora mismo es dificil saber quien es mas güevon, si USER y USER o sus seguidores. #Venezuela #GolpeDeEstado USER #PuebloEnMirafloresConMaduro https://t.co/mmQDbnUjQd",anger,L,3
2331,"#GretaThunberg es una apisonadora en su discurso. Un talento al que se ha dado un micro, una cámara... ¡Merece esa atención! Pero seguro que en España hay otras Gretas. ¿O ya las hay?? 🤔 ¡Ojalá pronto las pongamos cara y voz!! 💪🏼💪🏼 #Ea26 #FridaysForFuture",joy,L,3
2332,"¡AY, POR FAVOR! Seguidores de Maduro marchan este #27Abr para celebrar la salida del régimen de la OEA (+Fotos) #Venezuela #30Abril https://t.co/REFwuOQ7FD",anger,L,3
2333,"USER Hola Vene, acá tranki, amigo lamento lo que está pasando en tu País, Fuerza #Venezuela, yo los apoyo #FueraMaduroUsurpador.",sadness,L,3
2334,#DíaDelLibro 💕cuántas historias se esconden en ellos.,others,L,3
2335,El periódico USER insinuando que Leopoldo López es un cobarde. Es indigno y refleja que la extrema izquierda bolivariana tiene muchos aliados #Venezuela https://t.co/vWjKX3M5Cp,disgust,L,3
2336,"#DiaDelLibro Uno de los mejores libros que he leído, se los recomiendo. https://t.co/Wf0J5zK7xM",joy,L,3
2337,"USER te recuerdo que tú eres Venezolana y te burlas de otra extranjera?cara dura! USER y tú haciendo la pelota a la rubia de bote, son asquerosas, lo peor de la tv! #TierraDeNadie1 #Venezuela #Supervivientes2019 #SomosLaAudiencia30A #largodelatv https://t.co/sqQ8bccNO9",anger,L,3
2338,"Coño fíjate que hace tiempo le comenté a un amigo que seguro me terminaba consiguiendo a USER en #metrodesantiago camino al trabajo, y fíjate me pele pero por poquito va ser a USER #30Abr #Venezuela",surprise,L,3
2339,USER Ahí está... pásate por los cojones el derecho al sufragio y que la gente elija libremente lo mejor para el país. Das vergüenza tú y tu sectarismo #ApoderadosVOX #ElecccionesGenerales28A #EspañaViva #EleccionesGenerales2019 #28A #NoCabeUnTontoMás,anger,L,3
2340,Ajax 🇳🇱 ganó en su visita al Tottenham 🏴󠁧󠁢󠁥󠁮󠁧󠁿 [Semifinal Ida #ChampionsLeague] USER 0-1 USER 🕛15' ⚽Van de Beek #CHAMPIONSxHUMOTV,others,L,3
2341,"Bueno, he logrado que 4 miembros de mi familia que no van a votar nunca, acudan a votar a la izquierda, ya no puedo hacer más por hoy #STOPFASCISMO #ElecccionesGenerales28A #vota ❤️🇪🇸❤️",joy,L,3
2342,Una maldita bestia que es Messi. Balón de oro sí o sí. #ChampionsLeague,others,L,3
2343,Gracias #Messi #LaLiga un nuevo título para USER el puto amo del fútbol mundial. https://t.co/96Yq4aKjT0,joy,L,3
2344,El mejor capítulo de #JuegodeTronos de momento!! INCREÍBLE 😱😱,joy,L,3
2345,Hoy el USER recibe al USER en el #CampNou ⚽ ➡ Ida Semifinal #ChampionsLeague 🇪🇺 #BarcellonaLiverpool 📊 Qué equipo pasará a la final❓ RT #FCBarcelona MG #Liverpool #Pickeando #apuestas #bets Te ayudamos a generar beneficios 👩‍💻 https://t.co/FwbuoNuCJx https://t.co/qj69HJ0KTs,others,L,3
2346,#LaLiga | El tren a Europa se detiene en el derbi vasco https://t.co/bzkU2DH64l,others,L,3
2347,"Reconstruirán #NotreDame, desviarán millones de dinero público a la obra religiosa... pero dirán que no hay dinero para rescatar y cuidar personas. Y tú asentirás porque eres muy humanista. : )",others,L,3
2348,y merece la pena cuidarlos y preservalos así como lamentar sus pérdidas. De igual forma se lamentaría que en #ElSalvador se perdieran las ruinas de Joya de Cerén o las reliquias que guarda el Museo de Antropología (sigue) #NotreDame,sadness,L,3
2349,Ya podemos decir que Salah es una mentira? #ChampionsLeague,others,L,3
2350,#venezuelalibre Fuera maduro!!! Dictador hijo de puta!!!,anger,L,3
2351,"Venezuela: el liberado USER y el líder opositor USER ó llaman a la ""fase final"" contra el gobierno de Nicolás Maduro. Se teme un golpe de estado. #Venezuela #Conflictos #GolpedeEstado https://t.co/Ki9aCKxjLS",others,L,4
2352,"¡Cómo nos ha gustado ver hoy por Barcelona a USER firmando ejemplares de 'Rojo' y 'Caminantes'! Sin duda, este ha sido un #SantJordi de miedo. 😜🔝 #DíaDelLibro #ViveSantJordi 🌹📖 https://t.co/8Zv5v24eya",joy,L,4
2353,"🏆🏆🏆 ¡Lo hicieron de nuevo! 🏆🏆🏆 Con anotación de Lionel Messi, el USER venció 1-0 al Levante y se proclamó Campeón de #LaLiga https://t.co/AkVutMS74u",joy,L,4
2354,"sembrar odio no gana , ha quedado claro hoy. Batacazo de los se creían vencedores ...#ElecccionesGenerales28A",others,L,4
